sentiment	text
neutral	Кредиты для физических лиц от газпромбанка http://t.co/rSDX7p2mMT
neutral	Заявление на досрочное погашение кредита в втб 24 http://t.co/aqz83kHM5Y
neutral	Кредит сбер банк россии в украине http://t.co/mtBKly4wbo
neutral	Банк уралсиб кредит на строительство http://t.co/kZF40cdC8S
neutral	Список должников частные лица по кредитам сбербанк http://t.co/HOX87D30UI
neutral	райффайзен банк кредитная карта 10 8 http://t.co/Mgo27bE0sp
negative	Третий пакет санкций США и ЕС включает ограничение доступа к американскому кредитному рынку Газпромбанка, российского госбанка развития
neutral	Кредиты сбербанк россии пакет документов для получения кредита http://t.co/zBzgdtDGgh
negative	Под новые санкции ЕС попали Сбербанк и ещё 4 банка
positive	На стабильную работу Россельхозбанка не повлияют санкции ЕС и США.  ОАО «Россельхозбанк» располагает достаточным инструментарием для устойч
neutral	Кредит на газификацию россельхозбанк http://t.co/L6xAA6muRB
neutral	Кредит втб или сбербанк http://t.co/UeLL7ur2vX
neutral	Документы для аккредитации на этп сбербанк аст http://t.co/luGgOtdum9
neutral	RT @pachek19761976: райффайзен банк петрозаводск кредитная карта http://t.co/9WsUEFiiIy
neutral	Потребительского кредитования сотрудников втб 24 http://t.co/je5RUGTAWh
neutral	Программы кредитования сбербанк жилье брянск http://t.co/nbD5jWHfQL
negative	RT @UkrProgress: #ЕC ввел секторальные экономические санкции против #России.В списке-Сбербанк, ВТБ, Газпромбанк, ВЭБ и Россельхозбанк. http…
negative	Санкции накрыли банки и корабли.США запретили своим гражданам и компаниям сотрудничать с ВТБ, Банком Москвы, Россельхозбанком и Объединенно
neutral	Погашение кредита уралсиб банка http://t.co/4jG83nxgSK
neutral	Банк уралсиб арзамас кредит http://t.co/U9FrxCv1kX
neutral	Требования для кредита в альфабанке http://t.co/2uIOmpvOek
neutral	Заявки на кредит в втб 24 http://t.co/ZmcOZNIskt
neutral	В банке например)) @ Сбербанк России Дополнительный офис http://t.co/mzVRtrd1f5
neutral	Пересмотр процентной ставки по кредиту сбербанк http://t.co/ZH4yHrRJfM
neutral	Кредитный калькулятор сбербанк диференцированный платеж http://t.co/oBzXhjqQXy
neutral	Кредитный калькулятор райффайзен банка http://t.co/8q39VjNaPT
